,no,symbol,return
0,1,MTC,0.06914893617021267
1,2,BANPU,0.06194690265486713
2,3,GPSC,0.060975609756097615
3,4,PTTEP,0.06072874493927127
4,5,WHA,0.0535714285714286
5,6,MINT,0.04854368932038833
6,7,PTT,0.04651162790697683
7,8,SAWAD,0.04516129032258065
8,9,EGCO,0.03982300884955747
9,10,BGRIM,0.03431372549019618
10,11,PTTGC,0.030000000000000027
11,12,BTS,0.02892561983471076
12,13,GULF,0.028112449799196693
13,14,LH,0.02777777777777768
14,15,OR,0.027397260273972712
15,16,INTUCH,0.025380710659898442
16,17,BJC,0.022026431718061623
17,18,CPN,0.020491803278688492
18,19,TLI,0.019607843137255054
19,20,TTB,0.016949152542372836
20,21,KTC,0.016129032258064502
21,22,CBG,0.015974440894568787
22,23,CRC,0.014925373134328401
23,24,AWC,0.011235955056179803
24,25,ADVANC,0.010489510489510412
25,26,HMPRO,0.01030927835051565
26,27,IVL,0.009803921568627416
27,28,ITC,0.00952380952380949
28,29,COM7,0.009345794392523255
29,30,AOT,0.008230452674897082
30,31,TU,0.007352941176470562
31,32,CPF,0.00411522633744843
32,33,KBANK,0.003355704697986628
33,34,TISCO,0.002590673575129543
34,35,BH,0.0
35,36,RATCH,0.0
36,37,CPALL,0.0
37,38,BEM,0.0
38,39,SCB,-0.004347826086956497
39,40,KTB,-0.004854368932038944
40,41,TOP,-0.006134969325153339
41,42,SCC,-0.007751937984496138
42,43,OSP,-0.009478672985782088
43,44,BBL,-0.009933774834437137
44,45,SCGP,-0.012345679012345734
45,46,BDMS,-0.01851851851851849
46,47,GLOBAL,-0.018750000000000044
47,48,TRUE,-0.025423728813559365
48,49,CCET,-0.10256410256410253
49,50,DELTA,-0.11246200607902734
