,no,symbol,return
0,1,CCET,0.07291666666666674
1,2,INTUCH,0.07211538461538458
2,3,DELTA,0.069672131147541
3,4,IVL,0.06837606837606836
4,5,TRUE,0.0625
5,6,CPALL,0.04651162790697683
6,7,LH,0.04201680672268915
7,8,GULF,0.041984732824427384
8,9,ITC,0.03765690376569042
9,10,CRC,0.030303030303030276
10,11,SAWAD,0.029761904761904656
11,12,MTC,0.02941176470588225
12,13,TLI,0.027027027027027195
13,14,BGRIM,0.02145922746781115
14,15,CPF,0.01980198019801982
15,16,CPN,0.018656716417910557
16,17,WHA,0.017857142857143016
17,18,AWC,0.016129032258064502
18,19,BH,0.014598540145985384
19,20,GLOBAL,0.012422360248447228
20,21,SCGP,0.00952380952380949
21,22,SCB,0.00917431192660545
22,23,BTS,0.008928571428571175
23,24,MINT,0.008695652173912993
24,25,BJC,0.00809716599190291
25,26,BANPU,0.007874015748031704
26,27,TISCO,0.007751937984496138
27,28,RATCH,0.007575757575757569
28,29,PTT,0.00746268656716409
29,30,ADVANC,0.0071428571428571175
30,31,CBG,0.006329113924050667
31,32,BEM,0.006134969325153339
32,33,GPSC,0.005376344086021501
33,34,EGCO,0.004048582995951344
34,35,AOT,0.003937007874015741
35,36,HMPRO,0.0
36,37,BDMS,0.0
37,38,OSP,-0.004524886877828149
38,39,KTB,-0.00462962962962965
39,40,TU,-0.006711409395973145
40,41,SCC,-0.009345794392523366
41,42,COM7,-0.009433962264150941
42,43,TOP,-0.010362694300518172
43,44,OR,-0.011904761904761862
44,45,KTC,-0.015228426395939132
45,46,PTTEP,-0.01526717557251911
46,47,KBANK,-0.016233766233766267
47,48,BBL,-0.019108280254777066
48,49,PTTGC,-0.019230769230769273
49,50,TTB,-0.03174603174603163
