,no,symbol,return
0,1,SAWAD,0.11304347826086958
1,2,COM7,0.0945273631840795
2,3,BANPU,0.0851063829787233
3,4,RATCH,0.0803571428571428
4,5,CPN,0.07981220657277
5,6,CBG,0.07569721115537842
6,7,EGCO,0.05729166666666674
7,8,MTC,0.04938271604938271
8,9,IVL,0.04117647058823515
9,10,BTS,0.030612244897959107
10,11,SCC,0.03015075376884413
11,12,TTB,0.02941176470588247
12,13,CRC,0.029126213592232997
13,14,TLI,0.027972027972027913
14,15,DELTA,0.024630541871921263
15,16,GLOBAL,0.022900763358778775
16,17,OR,0.021739130434782483
17,18,AWC,0.019867549668874274
18,19,BEM,0.019354838709677358
19,20,SCB,0.014705882352941124
20,21,AOT,0.013452914798206317
21,22,PTTGC,0.012658227848101333
22,23,HMPRO,0.012658227848101111
23,24,CPF,0.012396694214876103
24,25,CCET,0.011428571428571344
25,26,TISCO,0.008287292817679592
26,27,KBANK,0.007547169811320753
27,28,KTC,0.006329113924050667
28,29,KTB,0.005555555555555536
29,30,SCGP,0.004366812227074357
30,31,TU,0.0
31,32,GULF,0.0
32,33,PTT,0.0
33,34,TRUE,0.0
34,35,MINT,-0.004016064257028051
35,36,ITC,-0.004444444444444473
36,37,BBL,-0.0076045627376425395
37,38,BH,-0.008163265306122436
38,39,INTUCH,-0.008928571428571397
39,40,TOP,-0.009615384615384581
40,41,WHA,-0.009708737864077777
41,42,ADVANC,-0.01632653061224487
42,43,PTTEP,-0.02033898305084747
43,44,LH,-0.028037383177569986
44,45,BJC,-0.02898550724637672
45,46,GPSC,-0.033333333333333326
46,47,CPALL,-0.03879310344827591
47,48,BGRIM,-0.04854368932038833
48,49,BDMS,-0.05405405405405406
49,50,OSP,-0.0714285714285714
