,no,symbol,return
0,1,COM7,0.06896551724137945
1,2,TRUE,0.03550295857988184
2,3,BJC,0.024038461538461453
3,4,HMPRO,0.022099447513812098
4,5,BH,0.02066115702479343
5,6,ADVANC,0.009661835748792313
6,7,BDMS,0.009433962264151052
7,8,CRC,0.008196721311475308
8,9,GULF,0.006211180124223503
9,10,TOP,0.004739336492890933
10,11,CPF,0.004385964912280604
11,12,PTT,0.0
12,13,TLI,0.0
13,14,CBG,-0.0037453183520599342
14,15,SCC,-0.004424778761061954
15,16,KTB,-0.005813953488371992
16,17,TTB,-0.005813953488372103
17,18,PTTEP,-0.006535947712418277
18,19,SCGP,-0.007352941176470562
19,20,TISCO,-0.007792207792207795
20,21,PTTGC,-0.008130081300813052
21,22,BGRIM,-0.00917431192660545
22,23,INTUCH,-0.01038062283737029
23,24,BBL,-0.011363636363636354
24,25,KBANK,-0.011811023622047223
25,26,AOT,-0.012820512820512775
26,27,OSP,-0.012875536480686733
27,28,CPALL,-0.013452914798206317
28,29,EGCO,-0.014285714285714235
29,30,BANPU,-0.016000000000000014
30,31,MTC,-0.016949152542372836
31,32,CPN,-0.01777777777777778
32,33,OR,-0.018404907975460127
33,34,BEM,-0.019230769230769162
34,35,SAWAD,-0.021276595744680882
35,36,ITC,-0.021276595744680882
36,37,MINT,-0.024390243902439046
37,38,LH,-0.024793388429751984
38,39,RATCH,-0.02752293577981646
39,40,DELTA,-0.03197674418604646
40,41,WHA,-0.03200000000000003
41,42,GLOBAL,-0.032258064516129004
42,43,TU,-0.03246753246753242
43,44,SCB,-0.032863849765258246
44,45,AWC,-0.033333333333333326
45,46,KTC,-0.035502958579881616
46,47,IVL,-0.039408866995073955
47,48,CCET,-0.05314009661835739
48,49,GPSC,-0.0535714285714286
49,50,BTS,-0.05882352941176461
