,no,symbol,return
0,1,CPF,0.06842105263157894
1,2,COM7,0.06629834254143652
2,3,CBG,0.06488549618320616
3,4,ADVANC,0.050761421319796884
4,5,CCET,0.04347826086956519
5,6,TRUE,0.03821656050955413
6,7,INTUCH,0.03731343283582089
7,8,GULF,0.03125
8,9,HMPRO,0.02941176470588247
9,10,BGRIM,0.029126213592232997
10,11,CPALL,0.026431718061673992
11,12,BEM,0.024390243902439046
12,13,AOT,0.023346303501945442
13,14,TLI,0.021978021978022122
14,15,OR,0.021857923497267784
15,16,BH,0.020325203252032464
16,17,WHA,0.020000000000000018
17,18,GPSC,0.01538461538461533
18,19,TU,0.013605442176870763
19,20,CPN,0.012096774193548487
20,21,KTB,0.012048192771084265
21,22,KBANK,0.01158301158301156
22,23,EGCO,0.008968609865470878
23,24,BDMS,0.008695652173912993
24,25,BANPU,0.0
25,26,DELTA,0.0
26,27,RATCH,0.0
27,28,TISCO,0.0
28,29,SCB,0.0
29,30,PTT,0.0
30,31,SCC,0.0
31,32,GLOBAL,0.0
32,33,OSP,0.0
33,34,BJC,-0.0040322580645162365
34,35,KTC,-0.005747126436781658
35,36,BBL,-0.0073260073260073
36,37,BTS,-0.007874015748031482
37,38,MTC,-0.01098901098901095
38,39,SAWAD,-0.012345679146471444
39,40,SCGP,-0.01538461538461533
40,41,AWC,-0.018099547511312264
41,42,IVL,-0.025000000000000022
42,43,PTTEP,-0.028753993610223683
43,44,MINT,-0.02985074626865669
44,45,TTB,-0.03296703296703296
45,46,LH,-0.03355704697986572
46,47,ITC,-0.03669724770642202
47,48,TOP,-0.040000000000000036
48,49,PTTGC,-0.04026845637583898
49,50,CRC,-0.05147058823529416
