,no,symbol,return
0,1,GULF,0.06432748538011701
1,2,OSP,0.04219409282700415
2,3,KBANK,0.028112449799196693
3,4,DELTA,0.02499999999999991
4,5,ADVANC,0.022421524663677195
5,6,KTC,0.019354838709677358
6,7,INTUCH,0.016233766233766156
7,8,TRUE,0.01098901098901095
8,9,BDMS,0.009433962264151052
9,10,MINT,0.008264462809917328
10,11,BEM,0.0064102564102563875
11,12,AWC,0.005154639175257714
12,13,TOP,0.004739336492890933
13,14,SCC,0.0
14,15,OR,0.0
15,16,CPALL,0.0
16,17,CPN,0.0
17,18,CRC,0.0
18,19,BBL,-0.003759398496240629
19,20,TTB,-0.005649717514124353
20,21,AOT,-0.008510638297872353
21,22,WHA,-0.009708737864077777
22,23,CPF,-0.012396694214876103
23,24,TISCO,-0.013157894736842146
24,25,SCB,-0.014563106796116498
25,26,PTT,-0.01526717557251911
26,27,BH,-0.015936254980079667
27,28,ITC,-0.017094017094017033
28,29,RATCH,-0.017391304347826098
29,30,CBG,-0.018248175182481785
30,31,MTC,-0.018292682926829285
31,32,COM7,-0.019417475728155442
32,33,GLOBAL,-0.019480519480519543
33,34,TU,-0.019480519480519543
34,35,KTB,-0.022857142857142798
35,36,BGRIM,-0.02678571428571419
36,37,EGCO,-0.028301886792452824
37,38,TLI,-0.03289473684210531
38,39,PTTEP,-0.03344481605351168
39,40,HMPRO,-0.037634408602150726
40,41,GPSC,-0.04216867469879515
41,42,BJC,-0.04245283018867918
42,43,BANPU,-0.04672897196261683
43,44,LH,-0.04958677685950408
44,45,SCGP,-0.050000000000000044
45,46,BTS,-0.05069124423963123
46,47,CCET,-0.05102040816326525
47,48,IVL,-0.051813471502590636
48,49,SAWAD,-0.05921052631578949
49,50,PTTGC,-0.06779661016949157
