,no,symbol,return
0,1,PTTGC,0.05673758865248235
1,2,TOP,0.054054054054053946
2,3,CBG,0.035335689045936425
3,4,BEM,0.03378378378378377
4,5,MINT,0.03333333333333344
5,6,PTT,0.02877697841726623
6,7,OSP,0.024390243902439046
7,8,CPALL,0.023255813953488413
8,9,ITC,0.02083333333333348
9,10,BANPU,0.017094017094017255
10,11,OR,0.016574585635358963
11,12,TTB,0.016304347826086918
12,13,BJC,0.016260162601625883
13,14,TRUE,0.015748031496063186
14,15,PTTEP,0.013071895424836555
15,16,TU,0.01273885350318471
16,17,CPN,0.007936507936507908
17,18,SAWAD,0.006249999931249972
18,19,TLI,0.005847953216374213
19,20,BDMS,0.0
20,21,BH,0.0
21,22,CPF,0.0
22,23,MTC,0.0
23,24,INTUCH,0.0
24,25,TISCO,-0.0025188916876573986
25,26,EGCO,-0.0038461538461538325
26,27,SCB,-0.004807692307692291
27,28,GULF,-0.005747126436781658
28,29,GLOBAL,-0.006097561037477717
29,30,CRC,-0.007246376811594235
30,31,SCC,-0.0074906367041198685
31,32,KBANK,-0.008264462809917328
32,33,BGRIM,-0.008620689655172376
33,34,HMPRO,-0.009090909090909038
34,35,ADVANC,-0.009302325581395321
35,36,BBL,-0.014084507042253502
36,37,AWC,-0.015000000000000013
37,38,WHA,-0.016260162601625994
38,39,KTB,-0.018750000000000044
39,40,GPSC,-0.019138755980861233
40,41,LH,-0.019736842105263053
41,42,KTC,-0.02285714285714291
42,43,SCGP,-0.023809523809523836
43,44,RATCH,-0.025000000000000022
44,45,AOT,-0.03065134099616862
45,46,COM7,-0.03125
46,47,IVL,-0.03292181069958855
47,48,BTS,-0.03389830508474578
48,49,DELTA,-0.0461538461538461
49,50,CCET,-0.069620253164557
