,no,symbol,return
0,1,BANPU,0.18400000000000016
1,2,ITC,0.07216494845360844
2,3,CBG,0.05517241379310356
3,4,LH,0.049180327868852514
4,5,DELTA,0.04390243902439028
5,6,CRC,0.03875968992248069
6,7,TRUE,0.03738317757009346
7,8,SCGP,0.036363636363636376
8,9,CCET,0.032786885245901454
9,10,IVL,0.029288702928870425
10,11,AWC,0.026737967914438387
11,12,OSP,0.025751072961373245
12,13,BDMS,0.025210084033613356
13,14,GULF,0.017937219730941756
14,15,OR,0.01764705882352935
15,16,INTUCH,0.01680672268907557
16,17,GPSC,0.016129032258064502
17,18,KTC,0.016129032258064502
18,19,AOT,0.015936254980079667
19,20,BJC,0.012499999999999956
20,21,ADVANC,0.01171875
21,22,CPN,0.011450381679389388
22,23,TISCO,0.010362694300518172
23,24,MINT,0.00877192982456143
24,25,COM7,0.00809716599190291
25,26,BH,0.007407407407407307
26,27,PTTEP,0.007299270072992803
27,28,TLI,0.005555555555555536
28,29,BEM,0.0
29,30,BGRIM,0.0
30,31,MTC,0.0
31,32,PTT,0.0
32,33,SAWAD,0.0
33,34,KTB,0.0
34,35,KBANK,0.0
35,36,CPF,0.0
36,37,SCB,-0.004464285714285698
37,38,CPALL,-0.007633587786259555
38,39,WHA,-0.009009009009009028
39,40,EGCO,-0.012195121951219523
40,41,BTS,-0.012605042016806678
41,42,TU,-0.013157894736842035
42,43,TOP,-0.019512195121951237
43,44,TTB,-0.020408163265306145
44,45,BBL,-0.022151898734177222
45,46,GLOBAL,-0.02515723270440251
46,47,PTTGC,-0.02608695652173909
47,48,RATCH,-0.030303030303030276
48,49,HMPRO,-0.03703703703703709
49,50,SCC,-0.04417670682730923
