,no,symbol,return
0,1,CCET,0.3113207547169812
1,2,DELTA,0.11111111111111116
2,3,ADVANC,0.040441176470588314
3,4,HMPRO,0.021052631578947212
4,5,BBL,0.020618556701030855
5,6,KTB,0.01941747572815533
6,7,SCB,0.017699115044247815
7,8,WHA,0.016949152542372836
8,9,CBG,0.01567398119122254
9,10,KBANK,0.013651877133105783
10,11,IVL,0.009708737864077666
11,12,TLI,0.00943396226415083
12,13,PTTGC,0.009345794392523255
13,14,TTB,0.00561797752808979
14,15,PTTEP,0.003937007874015741
15,16,CPF,0.0
16,17,GLOBAL,0.0
17,18,BTS,-0.004016064257028162
18,19,TISCO,-0.005181347150259086
19,20,PTT,-0.007462686567164201
20,21,CPALL,-0.007751937984496138
21,22,BJC,-0.008368200836820106
22,23,CPN,-0.011904761904761862
23,24,OSP,-0.014354066985645786
24,25,CRC,-0.015748031496062964
25,26,KTC,-0.015957446808510634
26,27,TRUE,-0.016393442622950727
27,28,TOP,-0.017241379310344862
28,29,LH,-0.017857142857142794
29,30,COM7,-0.018181818181818188
30,31,SAWAD,-0.018633540372670843
31,32,TU,-0.020000000000000018
32,33,AOT,-0.02008032128514059
33,34,INTUCH,-0.023809523809523836
34,35,EGCO,-0.025210084033613467
35,36,BEM,-0.025316455696202556
36,37,GULF,-0.02631578947368418
37,38,MINT,-0.02777777777777779
38,39,BDMS,-0.036363636363636376
39,40,AWC,-0.037234042553191404
40,41,RATCH,-0.0390625
41,42,BGRIM,-0.04054054054054046
42,43,GPSC,-0.046511627906976716
43,44,OR,-0.05228758169934644
44,45,MTC,-0.055276381909547756
45,46,SCC,-0.06190476190476191
46,47,SCGP,-0.06930693069306926
47,48,BANPU,-0.08661417322834641
48,49,ITC,-0.08677685950413216
49,50,BH,-0.1412639405204461
