,no,symbol,return
0,1,DELTA,0.07278481012658222
1,2,BANPU,0.060924369747899165
2,3,EGCO,0.055276381909547645
3,4,GPSC,0.05031446540880502
4,5,BGRIM,0.04878048780487809
5,6,CCET,0.04712041884816753
6,7,AWC,0.04651162790697683
7,8,RATCH,0.03846153846153855
8,9,CPF,0.03738317757009346
9,10,OSP,0.03603603603603611
10,11,GULF,0.03205128205128216
11,12,COM7,0.029761904761904656
12,13,GLOBAL,0.026666666666666616
13,14,MINT,0.025423728813559254
14,15,PTTEP,0.023569023569023573
15,16,IVL,0.02020202020202011
16,17,TLI,0.019867549668874274
17,18,PTT,0.015873015873015817
18,19,SCGP,0.015151515151515138
19,20,TOP,0.014563106796116498
20,21,ITC,0.01304347826086949
21,22,TTB,0.012048192771084265
22,23,MTC,0.011627906976744207
23,24,PTTGC,0.008196721311475308
24,25,OR,0.006211180124223503
25,26,TRUE,0.00591715976331364
26,27,TISCO,0.005221932114882533
27,28,SCB,0.004739336492890933
28,29,BBL,0.0038022813688212143
29,30,INTUCH,0.0034965034965035446
30,31,CPN,0.0
31,32,CBG,0.0
32,33,BTS,0.0
33,34,AOT,-0.004132231404958664
34,35,ADVANC,-0.004784688995215336
35,36,TU,-0.0065359477124183885
36,37,SCC,-0.008888888888888835
37,38,KBANK,-0.011857707509881465
38,39,BJC,-0.014285714285714346
39,40,LH,-0.016528925619834656
40,41,HMPRO,-0.022346368715083775
41,42,CPALL,-0.022421524663677084
42,43,KTC,-0.023391812865497075
43,44,BEM,-0.025000000000000022
44,45,SAWAD,-0.0273972602739726
45,46,KTB,-0.02857142857142858
46,47,CRC,-0.032786885245901676
47,48,BH,-0.037190082644628086
48,49,BDMS,-0.04629629629629628
49,50,WHA,-0.07169811320754715
